representacion,shuffle,pendiente,intercepto,R2
alturas_MIDI,1,-0.6511604492375723,0.03388801701921773,0.9999445371780701
alturas_MIDI,2,-0.6443729391768569,0.007154614274039961,0.9999498570229576
alturas_MIDI,3,-0.6022124893984315,-0.10794759819316502,0.9990721850209284
alturas_MIDI,4,-0.6963455175839943,0.1596257024519927,0.9991441601433028
alturas_MIDI,5,-0.6694373092154953,0.09090669767500614,0.9997174763470971
alturas_MIDI,6,-0.6590571924747247,0.03020224778958358,0.9998598573512281
alturas_MIDI,7,-0.676938524940555,0.07237088527229263,0.9998869786073313
alturas_MIDI,8,-0.6164014724938185,-0.023650980969719626,0.9999691714513788
alturas_MIDI,9,-0.6169599980192132,-0.012492007180590292,0.9999033755800928
alturas_MIDI,10,-0.5776150778169334,-0.15197433700524865,0.9990838760299198
alturas_MIDI,11,-0.6358578087600781,0.034670276818992374,0.9998073460987552
alturas_MIDI,12,-0.5990210328858385,-0.08399372444670972,0.9998337451324507
alturas_MIDI,13,-0.6694022984658774,0.08781423690877022,0.9992576736496652
alturas_MIDI,14,-0.6125466595091679,-0.07848519274579457,0.9996903679524972
alturas_MIDI,15,-0.6089691930221353,-0.08051286757878584,0.9995995609383722
alturas_MIDI,16,-0.6241337402256883,-0.014999939779382299,0.9999883237962126
alturas_MIDI,17,-0.6353977045137736,-0.029394263038470037,0.9999222233577801
alturas_MIDI,18,-0.652131072810086,0.004784474493643387,0.9997229506525943
alturas_MIDI,19,-0.6795389037813067,0.07495657415889045,0.9998204160983035
alturas_MIDI,20,-0.6628162112377148,0.05333594216998483,0.9997881773271198
alturas_MIDI,21,-0.60099876078147,-0.06863208141075372,0.9997103268370816
alturas_MIDI,22,-0.6740292911896516,0.09841755822371479,0.9993676460986628
alturas_MIDI,23,-0.6360631939068032,-0.006177228946632418,0.9999851159601129
alturas_MIDI,24,-0.6606164713407456,0.07309783669116632,0.9995308480788068
alturas_MIDI,25,-0.6379462738917974,0.017342286688281305,0.9999192851574014
alturas_MIDI,26,-0.640313380882972,-0.0057633742795624165,0.9999543019227252
alturas_MIDI,27,-0.5980955200628447,-0.10128480378276672,0.9995877612531784
alturas_MIDI,28,-0.645372906842272,-0.006156857656320458,0.9999612127096512
alturas_MIDI,29,-0.6417632505221532,0.01713665624278171,0.999948413945035
alturas_MIDI,30,-0.6511774439288032,0.05165834410239034,0.9995399040588228
alturas_MIDI,31,-0.6506649530990047,0.05028182413718918,0.9997626736741937
alturas_MIDI,32,-0.6441788777059246,0.050638925291673687,0.999634910913843
alturas_MIDI,33,-0.6614265454633097,0.010427388836864893,0.9994383253384883
alturas_MIDI,34,-0.6601502986772783,0.008941028487795322,0.9999433290796744
alturas_MIDI,35,-0.6323505182788465,-0.05714142733422767,0.9996325575782599
alturas_MIDI,36,-0.6409039919379936,-0.008854221382160077,0.9999484104063135
alturas_MIDI,37,-0.6653544491317285,0.05261403290698308,0.9997668337590728
alturas_MIDI,38,-0.6339218709270437,-0.008161243513411076,0.9999318028544395
alturas_MIDI,39,-0.6482044200922521,0.010759843273482339,0.999956256908732
alturas_MIDI,40,-0.6455684109364752,-0.0007601689138856393,0.9997293968968333
alturas_MIDI,41,-0.607349873216794,-0.1079272199672916,0.9989209206603488
alturas_MIDI,42,-0.6247664788055763,-0.03467805368469534,0.9992058541096652
alturas_MIDI,43,-0.656088073548151,0.026096262074324805,0.9998913123027635
alturas_MIDI,44,-0.6204890171725227,-0.06089821613593882,0.9997425932291183
alturas_MIDI,45,-0.6700578476116337,0.08445048548027057,0.9993353594529396
alturas_MIDI,46,-0.6663154840370213,0.04050965354684877,0.9999305980990706
alturas_MIDI,47,-0.6121258304131637,-0.041824600647365706,0.999943032118647
alturas_MIDI,48,-0.659804667863583,0.005284395968339517,0.999720521718373
alturas_MIDI,49,-0.6204312227843035,-0.08587883688593534,0.9986684649292071
alturas_MIDI,50,-0.6462584442110797,0.0017074402197185812,0.9998096204110214
alturas_MIDI,51,-0.6145174041499506,-0.026849103024281007,0.9999596770925432
alturas_MIDI,52,-0.6496247182133273,0.007917785988498238,0.9999886864207918
alturas_MIDI,53,-0.6112826535880812,-0.06126484205563498,0.9997233262064885
alturas_MIDI,54,-0.6532695698109622,0.025485128477857,0.9999483740812287
alturas_MIDI,55,-0.6656493430147655,0.05333557645633702,0.9999295643805992
alturas_MIDI,56,-0.6519714659944729,0.01959530497956452,0.9995663665008152
alturas_MIDI,57,-0.6582104413592025,0.020605506172877597,0.999705335785237
alturas_MIDI,58,-0.6210640064261819,-0.05097638235821211,0.9995612178608423
alturas_MIDI,59,-0.6382849928867486,-0.04114449380731022,0.9995757333318149
alturas_MIDI,60,-0.686981272275585,0.12836928865719877,0.9985901257072767
alturas_MIDI,61,-0.6505134733657976,0.05985198773008227,0.9989312676583433
alturas_MIDI,62,-0.6506241332586005,0.029595304348873253,0.9995659684724594
alturas_MIDI,63,-0.6595864888188641,0.030172574795606533,0.9996576594110808
alturas_MIDI,64,-0.5959975840416988,-0.1356946472413032,0.9990591475638029
alturas_MIDI,65,-0.6204902489030638,-0.05598689401377266,0.9997813777930036
alturas_MIDI,66,-0.6521868733410798,0.002210438191681874,0.9999463656608161
alturas_MIDI,67,-0.6464259537486733,-0.017868621395308537,0.9998810953131196
alturas_MIDI,68,-0.6079780035835831,-0.09905152324713473,0.9986989407722684
alturas_MIDI,69,-0.6668371647233734,0.09477503749187521,0.9994926262710037
alturas_MIDI,70,-0.6327234113252148,-0.005553334671447363,0.9999407612802562
alturas_MIDI,71,-0.6340152940585353,-0.048108987550303794,0.9997578719017051
alturas_MIDI,72,-0.670297022547718,0.08133643908745336,0.9996568507476412
alturas_MIDI,73,-0.6461212860687628,0.0068653927694182215,0.999883699798361
alturas_MIDI,74,-0.6544499009529434,0.06032540098778982,0.9996183812081996
alturas_MIDI,75,-0.6357651958014685,-0.023205869155806802,0.9999502128036656
alturas_MIDI,76,-0.6273993592916995,-0.04855501525555184,0.9998315999889023
alturas_MIDI,77,-0.5993836424198512,-0.0951220473727119,0.999509960369999
alturas_MIDI,78,-0.6404237725658485,-0.0011967908445376096,0.9998778628755767
alturas_MIDI,79,-0.6136821714636781,-0.04037834110917471,0.999966562260542
alturas_MIDI,80,-0.6741411049451349,0.10759855342536184,0.9991306127694045
alturas_MIDI,81,-0.6177456244460489,-0.10284555601149625,0.9991867372227233
alturas_MIDI,82,-0.6785202131722441,0.0841325954582266,0.9995897841024466
alturas_MIDI,83,-0.6671395154264652,0.0958640429913582,0.9987741557287806
alturas_MIDI,84,-0.6078095456876973,-0.08612901022683594,0.9995911464880755
alturas_MIDI,85,-0.6607649360159197,0.02727952752850138,0.9999388181776834
alturas_MIDI,86,-0.6987510491261122,0.17571585749141905,0.9981797344827354
alturas_MIDI,87,-0.6645541003631107,0.05900994397864068,0.9997102042254996
alturas_MIDI,88,-0.660890388939355,0.05594010098584734,0.9995066761464135
alturas_MIDI,89,-0.6250885818402042,-0.007077188034119164,0.9999733121438111
alturas_MIDI,90,-0.6114814838616486,-0.07494644636848324,0.9997504213761698
alturas_MIDI,91,-0.6847909494504915,0.12945206223280792,0.9988382337246542
alturas_MIDI,92,-0.6662033571060929,0.10340746339288431,0.9990614727596382
