1150	0.0
1151.0	0.0
1152.0	0.0
1153.0	0.0
1154.0	0.0
1155.0	0.0
1156.0	0.0
1157.0	0.0
1158.0	0.0
1159.0	0.0
1160.0	0.0
1161.0	0.0
1162.0	0.0
1163.0	0.0
1164.0	0.0
1165.0	0.0
1166.0	7.563003425011256e-05
1167.0	0.0
1168.0	0.0
1169.0	0.0
1170.0	0.0
1171.0	0.0
1172.0	0.0
1173.0	0.0
1174.0	0.0
1175.0	0.0
1176.0	0.0
1177.0	0.0
1178.0	0.0
1179.0	0.0
1180.0	0.0
1181.0	0.0
1182.0	0.0
1183.0	0.0
1184.0	0.0
1185.0	5.6308497981484225e-05
1186.0	0.0
1187.0	0.00010995650861185725
1188.0	0.04060636998287467
1189.0	0.23984541616770527
1190.0	0.3482745939076273
1191.0	0.1699400227227644
1192.0	0.11732383492288605
1193.0	0.05559015574616669
1194.0	0.009626893096169823
1195.0	0.0010780169485020215
1196.0	0.0
1197.0	0.0
1198.0	0.0
1199.0	0.0
